Order ID,Customer ID,Product ID,Order Date,Ship Date,Customer Name,Segment,City,State,Postal Code,Region,Product Name,Category,Sub-Category,Ship Mode,Shipping_Duration,Sales,Quantity,Discount,Profit,Profit_Margin_%,Revenue_Per_Unit,Profit_Category,Discount_Tier,Is_High_Discount,Order_Year,Order_Month,Order_Quarter,Order_MonthName,Order_DayName,Year_Month
CA-2014-115812,BH-11710,TEC-PH-10002033,06-09-2014,14-06-2014,Brosina Hoffman,Consumer,Los Angeles,California,90032,West,Konftel 250 ConferenceÂ phoneÂ - Charcoal black,Technology,Phones,Standard Class,5,911.424,4,0.2,68.3568,7.5,227.856,Low Profit,Low (0–20%),0,2014,9,3,September,Saturday,2014-09
CA-2017-114412,AA-10480,OFF-PA-10002365,15-04-2017,20-04-2017,Andrew Allen,Consumer,Concord,North Carolina,28027,South,Xerox 1967,Office Supplies,Paper,Standard Class,5,15.552,3,0.2,5.4432,35,5.184,Low Profit,Low (0–20%),0,2017,4,2,April,Saturday,2017-04
CA-2016-161389,IM-15070,OFF-BI-10003656,12-05-2016,12-10-2016,Irene Maddox,Consumer,Seattle,Washington,98103,West,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,Standard Class,153,407.976,3,0.2,132.5922,32.5,135.992,High Profit,Low (0–20%),0,2016,5,2,May,Thursday,2016-05
US-2015-118983,HP-14815,OFF-AP-10002311,22-11-2015,26-11-2015,Harold Pawlan,Home Office,Fort Worth,Texas,76106,Central,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,Standard Class,4,68.81,5,0.8,-123.858,-180,13.762,Loss,High (40–80%),1,2015,11,4,November,Sunday,2015-11
US-2015-118983,HP-14815,OFF-BI-10000756,22-11-2015,26-11-2015,Harold Pawlan,Home Office,Fort Worth,Texas,76106,Central,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,Standard Class,4,2.544,3,0.8,-3.816,-150,0.848,Loss,High (40–80%),1,2015,11,4,November,Sunday,2015-11
CA-2014-105893,PK-19075,OFF-ST-10004186,11-11-2014,18-11-2014,Pete Kriz,Consumer,Madison,Wisconsin,53711,Central,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,Storage,Standard Class,7,665.88,6,0,13.3176,2,110.98,Low Profit,No Discount,0,2014,11,4,November,Tuesday,2014-11
CA-2014-167164,AG-10270,OFF-ST-10000107,13-05-2014,15-05-2014,Alejandro Grove,Consumer,West Jordan,Utah,84084,West,Fellowes Super Stor/Drawer,Office Supplies,Storage,Second Class,2,55.5,2,0,9.99,18,27.75,Low Profit,No Discount,0,2014,5,2,May,Tuesday,2014-05
CA-2014-143336,ZD-21925,OFF-AR-10003056,27-08-2014,09-01-2014,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,Newell 341,Office Supplies,Art,Second Class,5,8.56,2,0,2.4824,29,4.28,Low Profit,No Discount,0,2014,8,3,August,Wednesday,2014-08
CA-2014-143336,ZD-21925,TEC-PH-10001949,27-08-2014,09-01-2014,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,Cisco SPA 501G IP Phone,Technology,Phones,Second Class,5,213.48,3,0.2,16.011,7.5,71.16,Low Profit,Low (0–20%),0,2014,8,3,August,Wednesday,2014-08
CA-2014-143336,ZD-21925,OFF-BI-10002215,27-08-2014,09-01-2014,Zuschuss Donatelli,Consumer,San Francisco,California,94109,West,"Wilson Jones Hanging View Binder, White, 1""",Office Supplies,Binders,Second Class,5,22.72,4,0.2,7.384,32.5,5.68,Low Profit,Low (0–20%),0,2014,8,3,August,Wednesday,2014-08
CA-2016-137330,KB-16585,OFF-AR-10000246,12-09-2016,13-12-2016,Ken Black,Corporate,Fremont,Nebraska,68025,Central,Newell 318,Office Supplies,Art,Standard Class,92,19.46,7,0,5.0596,26,2.78,Low Profit,No Discount,0,2016,9,3,September,Monday,2016-09
CA-2016-137330,KB-16585,OFF-AP-10001492,12-09-2016,13-12-2016,Ken Black,Corporate,Fremont,Nebraska,68025,Central,"Acco Six-Outlet Power Strip, 4' Cord Length",Office Supplies,Appliances,Standard Class,92,60.34,7,0,15.6884,26,8.62,Low Profit,No Discount,0,2016,9,3,September,Monday,2016-09
US-2017-156909,SF-20065,FUR-CH-10002774,16-07-2017,18-07-2017,Sandra Flanagan,Consumer,Philadelphia,Pennsylvania,19140,East,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,Second Class,2,71.372,2,0.3,-1.0196,-1.4286,35.686,Loss,Medium (20–40%),0,2017,7,3,July,Sunday,2017-07
CA-2015-106320,EB-13870,FUR-TA-10000577,25-09-2015,30-09-2015,Emily Burns,Consumer,Orem,Utah,84057,West,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,Standard Class,5,1044.63,3,0,240.2649,23,348.21,High Profit,No Discount,0,2015,9,3,September,Friday,2015-09
CA-2016-121755,EH-13945,OFF-BI-10001634,16-01-2016,20-01-2016,Eric Hoffmann,Consumer,Los Angeles,California,90049,West,Wilson Jones Active Use Binders,Office Supplies,Binders,Second Class,4,11.648,2,0.2,4.2224,36.25,5.824,Low Profit,Low (0–20%),0,2016,1,1,January,Saturday,2016-01
CA-2016-121755,EH-13945,TEC-AC-10003027,16-01-2016,20-01-2016,Eric Hoffmann,Consumer,Los Angeles,California,90049,West,ImationÂ 8GB Mini TravelDrive USB 2.0Â Flash Drive,Technology,Accessories,Second Class,4,90.57,3,0,11.7741,13,30.19,Low Profit,No Discount,0,2016,1,1,January,Saturday,2016-01
US-2015-150630,TB-21520,FUR-BO-10004834,17-09-2015,21-09-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,Standard Class,4,3083.43,7,0.5,-1665.0522,-54,440.49,Loss,High (40–80%),1,2015,9,3,September,Thursday,2015-09
US-2015-150630,TB-21520,OFF-BI-10000474,17-09-2015,21-09-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,Standard Class,4,9.618,2,0.7,-7.0532,-73.3333,4.809,Loss,High (40–80%),1,2015,9,3,September,Thursday,2015-09
US-2015-150630,TB-21520,FUR-FU-10004848,17-09-2015,21-09-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Standard Class,4,124.2,3,0.2,15.525,12.5,41.4,Low Profit,Low (0–20%),0,2015,9,3,September,Thursday,2015-09
US-2015-150630,TB-21520,OFF-EN-10001509,17-09-2015,21-09-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Poly String Tie Envelopes,Office Supplies,Envelopes,Standard Class,4,3.264,2,0.2,1.1016,33.75,1.632,Low Profit,Low (0–20%),0,2015,9,3,September,Thursday,2015-09
US-2015-150630,TB-21520,OFF-AR-10004042,17-09-2015,21-09-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,Standard Class,4,86.304,6,0.2,9.7092,11.25,14.384,Low Profit,Low (0–20%),0,2015,9,3,September,Thursday,2015-09
US-2015-150630,TB-21520,OFF-BI-10001525,17-09-2015,21-09-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,Standard Class,4,6.858,6,0.7,-5.715,-83.3333,1.143,Loss,High (40–80%),1,2015,9,3,September,Thursday,2015-09
US-2015-150630,TB-21520,OFF-AR-10001683,17-09-2015,21-09-2015,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,19140,East,Lumber Crayons,Office Supplies,Art,Standard Class,4,15.76,2,0.2,3.546,22.5,7.88,Low Profit,Low (0–20%),0,2015,9,3,September,Thursday,2015-09
CA-2017-107727,MA-17560,OFF-PA-10000249,19-10-2017,23-10-2017,Matt Abelman,Home Office,Houston,Texas,77095,Central,Easy-staple paper,Office Supplies,Paper,Second Class,4,29.472,3,0.2,9.9468,33.75,9.824,Low Profit,Low (0–20%),0,2017,10,4,October,Thursday,2017-10
CA-2016-117590,GH-14485,TEC-PH-10004977,12-08-2016,12-10-2016,Gene Hale,Corporate,Richardson,Texas,75080,Central,GE 30524EE4,Technology,Phones,First Class,61,1097.544,7,0.2,123.4737,11.25,156.792,High Profit,Low (0–20%),0,2016,8,3,August,Friday,2016-08
CA-2016-117590,GH-14485,FUR-FU-10003664,12-08-2016,12-10-2016,Gene Hale,Corporate,Richardson,Texas,75080,Central,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,First Class,61,190.92,5,0.6,-147.963,-77.5,38.184,Loss,High (40–80%),1,2016,8,3,August,Friday,2016-08
CA-2015-117415,SN-20710,OFF-EN-10002986,27-12-2015,31-12-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,Standard Class,4,113.328,9,0.2,35.415,31.25,12.592,Low Profit,Low (0–20%),0,2015,12,4,December,Sunday,2015-12
CA-2015-117415,SN-20710,FUR-BO-10002545,27-12-2015,31-12-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Standard Class,4,532.3992,3,0.32,-46.9764,-8.8235,177.4664,Loss,Medium (20–40%),1,2015,12,4,December,Sunday,2015-12
CA-2015-117415,SN-20710,FUR-CH-10004218,27-12-2015,31-12-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,Standard Class,4,212.058,3,0.3,-15.147,-7.1429,70.686,Loss,Medium (20–40%),0,2015,12,4,December,Sunday,2015-12
CA-2015-117415,SN-20710,TEC-PH-10000486,27-12-2015,31-12-2015,Steve Nguyen,Home Office,Houston,Texas,77041,Central,Plantronics HL10 Handset Lifter,Technology,Phones,Standard Class,4,371.168,4,0.2,41.7564,11.25,92.792,Low Profit,Low (0–20%),0,2015,12,4,December,Sunday,2015-12
CA-2017-120999,LC-16930,TEC-PH-10004093,09-10-2017,15-09-2017,Linda Cazamias,Corporate,Naperville,Illinois,60540,Central,Panasonic Kx-TS550,Technology,Phones,Standard Class,5,147.168,4,0.2,16.5564,11.25,36.792,Low Profit,Low (0–20%),0,2017,10,4,October,Monday,2017-10
CA-2016-101343,RA-19885,OFF-ST-10003479,17-07-2016,22-07-2016,Ruben Ausman,Corporate,Los Angeles,California,90049,West,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Standard Class,5,77.88,2,0,3.894,5,38.94,Low Profit,No Discount,0,2016,7,3,July,Sunday,2016-07
CA-2017-139619,ES-14080,OFF-ST-10003282,19-09-2017,23-09-2017,Erin Smith,Corporate,Melbourne,Florida,32935,South,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,Standard Class,4,95.616,2,0.2,9.5616,10,47.808,Low Profit,Low (0–20%),0,2017,9,3,September,Tuesday,2017-09
CA-2016-118255,ON-18715,TEC-AC-10000171,03-11-2016,13-03-2016,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,First Class,5,45.98,2,0,19.7714,43,22.99,Low Profit,No Discount,0,2016,11,4,November,Thursday,2016-11
CA-2016-118255,ON-18715,OFF-BI-10003291,03-11-2016,13-03-2016,Odella Nelson,Corporate,Eagan,Minnesota,55122,Central,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,First Class,5,17.46,2,0,8.2062,47,8.73,Low Profit,No Discount,0,2016,11,4,November,Thursday,2016-11
CA-2014-146703,PO-18865,OFF-ST-10001713,20-10-2014,25-10-2014,Patrick O'Donnell,Consumer,Westland,Michigan,48185,Central,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,Second Class,5,211.96,4,0,8.4784,4,52.99,Low Profit,No Discount,0,2014,10,4,October,Monday,2014-10
CA-2016-169194,LH-16900,TEC-AC-10002167,20-06-2016,25-06-2016,Lena Hernandez,Consumer,Dover,Delaware,19901,East,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Technology,Accessories,Standard Class,5,45,3,0,4.95,11,15,Low Profit,No Discount,0,2016,6,2,June,Monday,2016-06
CA-2016-169194,LH-16900,TEC-PH-10003988,20-06-2016,25-06-2016,Lena Hernandez,Consumer,Dover,Delaware,19901,East,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,Standard Class,5,21.8,2,0,6.104,28,10.9,Low Profit,No Discount,0,2016,6,2,June,Monday,2016-06
CA-2015-115742,DP-13000,OFF-BI-10004410,18-04-2015,22-04-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,Standard Class,4,38.22,6,0,17.9634,47,6.37,Low Profit,No Discount,0,2015,4,2,April,Saturday,2015-04
CA-2015-115742,DP-13000,OFF-LA-10002762,18-04-2015,22-04-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,Avery 485,Office Supplies,Labels,Standard Class,4,75.18,6,0,35.3346,47,12.53,Low Profit,No Discount,0,2015,4,2,April,Saturday,2015-04
CA-2015-115742,DP-13000,FUR-FU-10001706,18-04-2015,22-04-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,Longer-Life Soft White Bulbs,Furniture,Furnishings,Standard Class,4,6.16,2,0,2.9568,48,3.08,Low Profit,No Discount,0,2015,4,2,April,Saturday,2015-04
CA-2015-115742,DP-13000,FUR-CH-10003061,18-04-2015,22-04-2015,Darren Powers,Consumer,New Albany,Indiana,47150,Central,"Global Leather Task Chair, Black",Furniture,Chairs,Standard Class,4,89.99,1,0,17.0981,19,89.99,Low Profit,No Discount,0,2015,4,2,April,Saturday,2015-04
CA-2016-105816,JM-15265,OFF-FA-10000304,12-11-2016,17-12-2016,Janet Molinari,Corporate,New York City,New York,10024,East,Advantus Push Pins,Office Supplies,Fasteners,Standard Class,35,15.26,7,0,6.2566,41,2.18,Low Profit,No Discount,0,2016,11,4,November,Saturday,2016-11
CA-2016-105816,JM-15265,TEC-PH-10002447,12-11-2016,17-12-2016,Janet Molinari,Corporate,New York City,New York,10024,East,AT&T CL83451 4-Handset Telephone,Technology,Phones,Standard Class,35,1029.95,5,0,298.6855,29,205.99,High Profit,No Discount,0,2016,11,4,November,Saturday,2016-11
CA-2016-111682,TB-21055,OFF-ST-10000604,17-06-2016,18-06-2016,Ted Butterfield,Consumer,Troy,New York,12180,East,Home/Office Personal File Carts,Office Supplies,Storage,First Class,1,208.56,6,0,52.14,25,34.76,Low Profit,No Discount,0,2016,6,2,June,Friday,2016-06
CA-2016-111682,TB-21055,OFF-PA-10001569,17-06-2016,18-06-2016,Ted Butterfield,Consumer,Troy,New York,12180,East,Xerox 232,Office Supplies,Paper,First Class,1,32.4,5,0,15.552,48,6.48,Low Profit,No Discount,0,2016,6,2,June,Friday,2016-06
CA-2016-111682,TB-21055,FUR-CH-10003968,17-06-2016,18-06-2016,Ted Butterfield,Consumer,Troy,New York,12180,East,Novimex Turbo Task Chair,Furniture,Chairs,First Class,1,319.41,5,0.1,7.098,2.2222,63.882,Low Profit,Low (0–20%),0,2016,6,2,June,Friday,2016-06
CA-2016-111682,TB-21055,OFF-PA-10000587,17-06-2016,18-06-2016,Ted Butterfield,Consumer,Troy,New York,12180,East,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,First Class,1,14.56,2,0,6.9888,48,7.28,Low Profit,No Discount,0,2016,6,2,June,Friday,2016-06
CA-2016-111682,TB-21055,TEC-AC-10002167,17-06-2016,18-06-2016,Ted Butterfield,Consumer,Troy,New York,12180,East,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Technology,Accessories,First Class,1,30,2,0,3.3,11,15,Low Profit,No Discount,0,2016,6,2,June,Friday,2016-06
CA-2016-111682,TB-21055,OFF-BI-10001460,17-06-2016,18-06-2016,Ted Butterfield,Consumer,Troy,New York,12180,East,Plastic Binding Combs,Office Supplies,Binders,First Class,1,48.48,4,0.2,16.362,33.75,12.12,Low Profit,Low (0–20%),0,2016,6,2,June,Friday,2016-06
CA-2016-111682,TB-21055,OFF-AR-10001868,17-06-2016,18-06-2016,Ted Butterfield,Consumer,Troy,New York,12180,East,Prang Dustless Chalk Sticks,Office Supplies,Art,First Class,1,1.68,1,0,0.84,50,1.68,Low Profit,No Discount,0,2016,6,2,June,Friday,2016-06
CA-2015-135545,KM-16720,TEC-AC-10004633,24-11-2015,30-11-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,Standard Class,6,13.98,2,0,6.1512,44,6.99,Low Profit,No Discount,0,2015,11,4,November,Tuesday,2015-11
CA-2015-135545,KM-16720,OFF-BI-10001078,24-11-2015,30-11-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,Standard Class,6,25.824,6,0.2,9.3612,36.25,4.304,Low Profit,Low (0–20%),0,2015,11,4,November,Tuesday,2015-11
CA-2015-135545,KM-16720,OFF-PA-10003892,24-11-2015,30-11-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,Xerox 1943,Office Supplies,Paper,Standard Class,6,146.73,3,0,68.9631,47,48.91,Low Profit,No Discount,0,2015,11,4,November,Tuesday,2015-11
CA-2015-135545,KM-16720,FUR-FU-10000397,24-11-2015,30-11-2015,Kunst Miller,Consumer,Los Angeles,California,90004,West,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,Standard Class,6,79.76,4,0,22.3328,28,19.94,Low Profit,No Discount,0,2015,11,4,November,Tuesday,2015-11
US-2015-164175,PS-18970,FUR-CH-10001146,30-04-2015,05-05-2015,Paul Stevenson,Home Office,Chicago,Illinois,60610,Central,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Standard Class,5,213.115,5,0.3,-15.2225,-7.1429,42.623,Loss,Medium (20–40%),0,2015,4,2,April,Thursday,2015-04
CA-2014-106376,BS-11590,OFF-AR-10002671,12-05-2014,12-10-2014,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,Standard Class,153,1113.024,8,0.2,111.3024,10,139.128,High Profit,Low (0–20%),0,2014,5,2,May,Monday,2014-05
CA-2014-106376,BS-11590,TEC-PH-10002726,12-05-2014,12-10-2014,Brendan Sweed,Corporate,Gilbert,Arizona,85234,West,netTALK DUO VoIP Telephone Service,Technology,Phones,Standard Class,153,167.968,4,0.2,62.988,37.5,41.992,Low Profit,Low (0–20%),0,2014,5,2,May,Monday,2014-05
CA-2016-119823,KD-16270,OFF-PA-10000482,06-04-2016,06-06-2016,Karen Daniels,Consumer,Springfield,Virginia,22153,South,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,First Class,61,75.88,2,0,35.6636,47,37.94,Low Profit,No Discount,0,2016,4,2,April,Wednesday,2016-04
CA-2016-106075,HM-14980,OFF-BI-10004654,18-09-2016,23-09-2016,Henry MacAllister,Consumer,New York City,New York,10009,East,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,Standard Class,5,4.616,1,0.2,1.731,37.5,4.616,Low Profit,Low (0–20%),0,2016,9,3,September,Sunday,2016-09
CA-2017-114440,TB-21520,OFF-PA-10004675,14-09-2017,17-09-2017,Tracy Blumstein,Consumer,Jackson,Michigan,49201,Central,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,Second Class,3,19.05,3,0,8.763,46,6.35,Low Profit,No Discount,0,2017,9,3,September,Thursday,2017-09
US-2015-134026,JE-15745,FUR-CH-10000513,26-04-2015,05-02-2015,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,High-Back Leather Manager's Chair,Furniture,Chairs,Standard Class,5,831.936,8,0.2,-114.3912,-13.75,103.992,Loss,Low (0–20%),0,2015,4,2,April,Sunday,2015-04
US-2015-134026,JE-15745,FUR-FU-10003708,26-04-2015,05-02-2015,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,Standard Class,5,97.04,2,0.2,1.213,1.25,48.52,Low Profit,Low (0–20%),0,2015,4,2,April,Sunday,2015-04
US-2015-134026,JE-15745,OFF-ST-10004123,26-04-2015,05-02-2015,Joel Eaton,Consumer,Memphis,Tennessee,38109,South,Safco Industrial Wire Shelving System,Office Supplies,Storage,Standard Class,5,72.784,1,0.2,-18.196,-25,72.784,Loss,Low (0–20%),0,2015,4,2,April,Sunday,2015-04
US-2017-118038,KB-16600,OFF-BI-10004182,12-09-2017,12-11-2017,Ken Brennan,Corporate,Houston,Texas,77041,Central,Economy Binders,Office Supplies,Binders,First Class,61,1.248,3,0.8,-1.9344,-155,0.416,Loss,High (40–80%),1,2017,9,3,September,Tuesday,2017-09
US-2017-118038,KB-16600,FUR-FU-10000260,12-09-2017,12-11-2017,Ken Brennan,Corporate,Houston,Texas,77041,Central,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,First Class,61,9.708,3,0.6,-5.8248,-60,3.236,Loss,High (40–80%),1,2017,9,3,September,Tuesday,2017-09
US-2017-118038,KB-16600,OFF-ST-10000615,12-09-2017,12-11-2017,Ken Brennan,Corporate,Houston,Texas,77041,Central,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,First Class,61,27.24,3,0.2,2.724,10,9.08,Low Profit,Low (0–20%),0,2017,9,3,September,Tuesday,2017-09
US-2014-147606,JE-15745,FUR-FU-10003194,26-11-2014,12-01-2014,Joel Eaton,Consumer,Houston,Texas,77070,Central,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,Second Class,5,19.3,5,0.6,-14.475,-75,3.86,Loss,High (40–80%),1,2014,11,4,November,Wednesday,2014-11
CA-2016-127208,SC-20770,OFF-AP-10002118,06-12-2016,15-06-2016,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,First Class,5,208.16,1,0,56.2032,27,208.16,Low Profit,No Discount,0,2016,12,4,December,Tuesday,2016-12
CA-2016-127208,SC-20770,OFF-BI-10002309,06-12-2016,15-06-2016,Stewart Carmichael,Corporate,Decatur,Alabama,35601,South,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,First Class,5,16.74,3,0,8.0352,48,5.58,Low Profit,No Discount,0,2016,12,4,December,Tuesday,2016-12
CA-2014-139451,DN-13690,OFF-AR-10002053,10-12-2014,16-10-2014,Duane Noonan,Consumer,San Francisco,California,94122,West,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,Standard Class,5,14.9,5,0,4.172,28,2.98,Low Profit,No Discount,0,2014,12,4,December,Wednesday,2014-12
